__label__社会 , 日本 で 最も 面積 が 大きい 市 は ○ ○ 市 ？ ○ の 漢字 を ひ ら が なで 答え なさい た か や ま 
__label__社会 , かつて 淡路 航路 へ の 乗り継ぎ 客 で 賑わっ た 、 南海電鉄 多奈川 線 の 駅 深日港 
__label__社会 , 「 名水 百 選 」 を 選定 し た の は 現在 の 環境省 です が 「 日本 の 道 100 選 」 を 選定 し た の は 現在 の ○ ○ ○ ○ 省 ？ ○ の 漢字 を ひ ら が なで 答え なさい こく どこ うつ う 
__label__社会 , 九州 に ある 私鉄 で 総 営業 距離 が 長い の は 西日本 鉄道 で ある 
__label__社会 , JR 東日本 ・ 東海 ・ 西日本 の 3 社 が 発売 し て いる 新幹線 通勤 用 の 定期 券 は 「 FREX 」 で ある 
__label__社会 , 次 の 文字 列 を 順に 選ん で 山口 県 の 「 県 の 花 」 の 名前 に し なさい ナツ ン ノ ミカ ハナ 
__label__社会 , 「 三木 おろし 」 で 首相 に 就任 「 三角 大福 」 の 一 人 「 国民 栄誉 賞 」 を 創設 「 昭和 の 黄門 」 と 呼ば れる 田中 角栄 福田 赳夫 三木 武夫 大平 正芳 
__label__社会 , 宮内庁 病院 は 皇族 しか 利用 でき ない 
__label__社会 , 朝鮮半島 の 最高峰 は 白頭山 で ある 
__label__社会 , 日本 の 新幹線 で 使用 さ れ て いる 交流 電源 の 電圧 は ？ 30000 V 25000 V 20000 V 35000 V 
__label__社会 , 全て の アルミ 製造 の 基礎 と なる ポーキサイト から 製造 さ れる 酸化 アルミニウム の 通称 は ？ アルミナ 
__label__社会 , 日本国 憲法 の 条文 で 「 戦争 の 放棄 」 を 規定 し て いる の は 第 9 条 です が 「 生存 権 」 を 規定 し て いる の は 第 ○ ○ 条 ？ ○ を 答え なさい 25 
__label__社会 , 兵庫 県 の 県庁 所在地 は ○ ○ 市 ？ ○ の 漢字 を ひ ら が なで 答え なさい こう べ 
__label__社会 , 秋田 ・ 青森 の 両 県 に またがる 世界 遺産 に も 登録 さ れ て いる 山地 は 「 ○ ○ 山地 」 ？ ( 2 文字 ) 白神 
__label__社会 , タイ の 首都 ・ バンコク の 南方 に あり 、 近年 注目 を 集め て いる リゾートアイランド は アツイ 島 で ある 
__label__社会 , 航空 自衛隊 の 百里基地 が ある 都道府県 は 茨城 県 で ある 
__label__社会 , 警察官 の 階級 で 「 警視 」 の ひとつ 上 は ？ 警部 警視 長 警視 監 警視 正 
__label__社会 , フランス 大統領 の 任期 は 何 年 ？ 数字 で 答え なさい 5 
__label__社会 , ゆる キャラ 渋い 男性 の 声 「 ひかり TV の CM キャラ 」 水色 の 猿 ぴ ー ぽ 君 なみ すけ ひかり カエサル せん とく ん 
__label__社会 , 霊力 や 気 など の エネルギー が 集中 し て いる 場所 の こと パワー スポット 
__label__社会 , アメリカ の 大都市 ニューヨーク の かつて の 名前 は ニュー ロンドン だっ た 
__label__社会 , 九州 地方 の 県 です 鹿児島 県 
__label__社会 , イギリス の オックスフォード大学 と ケンブリッジ 大学 で ノーベル 賞 の 受賞 者 を 多く 輩出 し て いる の は ケンブリッジ大学 で ある 
__label__社会 , 株式会社 ・ 中埜酢店 を 母体 と する 食品 企業 グループ を ○○○○？○ を 答え なさい ミツカン 
__label__社会 , 南米 に ある 国 で 唯一 英語 を 公用 語 と する の は ガイアナ です が 南米 に ある 国 で 唯一 オランダ 語 を 公用 語 と する の は ○○○○？○ を 答え なさい スリナム 
__label__社会 , 家 から 最寄り駅 まで 自家用車 を 用い そこ から 鉄道 を 利用 し て 勤務 先 に 行く 方法 は ○○○& ライドシステム ？ ○ を 答え なさい パーク 
__label__社会 , 申し込む 時 の 電話 番号 に ちなん だ 「 電報 の 日 」 は 毎年 11 月 6 日 で ある 
__label__社会 , 2012 年 4 月 に 千葉 県 市原 市 に 完成 し た の は 世界一 大きな 風呂 で ある 
__label__社会 , 2006 年 に 京都 市 右京 区 に 完成 し た 「 時雨 殿 」 は 何 を 題材 と し た 博物館 ？ 西陣織 小倉 百 人 一 首 映画 歌舞伎 
__label__社会 , 自動車 メーカー に 名 を 由来 する 愛知 県 の 都市 は ○ ○ 市 ？ 豊田 
__label__社会 , アメリカ の 大統領 官邸 「 ホワイトハウス 」 は 建設 さ れ た 時 から 真っ白 に 塗ら れ て い た 
__label__社会 , 次 の うち 、 アラル海 に 面し て いる 国 を 全て 選び なさい カザフスタン タジキスタン ウズベキスタン 
__label__社会 , アメリカ の 空 対空 ミサイル 制式 名 は 「 AIM - 7 」 レイセオン 社 が 開発 意味 は 「 スズメ 」 スパロー ハープーン ナイキ サイドワインダー 
__label__社会 , ローム ワコール 宝酒造 任天堂 京都 府 に 本社 を 置く 宮城 県 に 本社 を 置く 静岡 県 に 本社 を 置く 広島 県 に 本社 を 置く 
__label__社会 , 2011 年 4 月 より 埼玉 県 加須 市 で 交付 が 開始 さ れ た の は ひな人形 の 形 を し た ナンバー プレート で ある 
__label__社会 , 現代 社会 、 倫理 、 政治 ・ 経済 の 3 科目 から なる 、 日本 の 高等 学校 で 教え られる 教科 は ？ ( 2 文字 ) 公民 
__label__社会 , 2013 年 限り で の 政界 引退 を 発表 し た 、 宝塚歌劇団 出身 の 公明党 の 参議院 議員 は 「 松 ○○○」？○ を 答え なさい あき ら 
__label__社会 , 次 の 文字 を 順に 選ん で 超 能力 の 「 瞬間 移動 」 を 意味 する 言葉 に し なさい テレ ポー ション テー 
__label__社会 , [ 画像 問 ] 次 の うち 、 サンマリノ 共和 国 の 国旗 は どっち ？ （ A . 上 が 白 で 下 が 青 、 長方形 | B . 左 が 黄 で 右 が 白 、 正方形 ） 
__label__社会 , 日本 の 2 世 政治 家 で 石原 伸晃 の 父親 は 石原 慎太郎 です が 渡辺 喜美 の 父親 は 渡辺 ○○○？○ の 名前 を ひ ら が なで 答え なさい みちお 
__label__社会 , アメリカ 南部 に ある ウエスト バージニア 州 の 州都 は ？ ヒップ ホップ ロカビリー チャールストン サルサ 
__label__社会 , 次 の 都市 を 国 ごと に グループ 分け し なさい イギリス パラグアイ ドイツ リバプール ヴォルフスブルク ロンドン アスンシオン マンチェスター 
__label__社会 , 約 23 万 ヘクタール と 、 日本 の 国立 公園 で 最も 面積 が 大きい の は ○ ○ ○ 国立 公園 ？ ○ の 漢字 を ひ ら が なで 答え なさい だ いせ つ ざん 
__label__社会 , 2009 年 に ノーベル 平和 賞 を 受賞 し た の は 、 日本 の 元 首相 ・ 小泉 純一郎 で ある 
__label__社会 , トルコ 最大 の 都市 イスタンブール の 姉妹 都市 に なっ て いる 日本 の 都市 は 下関 市 で ある 
__label__社会 , 次 の うち か つて の 摂津 国 を 領域 に 含む 都道府県 を 全て 選び なさい 大阪 府 兵庫 県 京都 府 奈良 県 
__label__社会 , 1994 年 に 誕生 し た 新 政党 の 初代 党首 を 務め た 政治 家 は 海部 俊樹 で ある 
__label__社会 , 1980 年代 後半 に 中曽根 康弘 首相 の 後任 を 巡っ て 争い 「 安竹 宮 」 と 呼ば れ た 自民党 の 政治 家 を フルネーム で 1 人 答え なさい あ べ しんたろう たけ し た のぼる みや ざわきいち 
__label__社会 , ヨーロッパ の 国 ドイツ の 首都 は ベルリン で ある 
__label__社会 , 別名 を 「 白鷺城 」 という 日本 の お 城 は 姫路城 です が 別名 を 「 青葉 城 」 という 日本 の お 城 は ○ ○ 城 ？ ○ の 漢字 を ひ ら が なで 答え なさい せんだい 
__label__社会 , 2011 年度 に 、 女性 の 平均 寿命 で 26 年 連続 で 世界 トップ だっ た 日本 を 抜い て 1 位 と なっ た の は 台湾 で ある 
__label__社会 , 東京大学 の 本郷 キャンパス に ある 大 講堂 の 名前 は 大隈 講堂 で ある 
__label__社会 , 東南アジア の 国 ベトナム の 首都 は ハノイ で ある 
__label__社会 , 1990 年 は 平成 2 年 で ある 
__label__社会 , アイビー リーグ の ひとつ マサチューセッツ 州 に ある ケンブリッジ 市 に ある アメリカ 最古 の 大学 ペンシルバニア 大学 ダート マス 大学 ハーバード 大学 コロンビア大学 
__label__社会 , 一般 的 規定 を まず 「 総則 」 として 最初 に 明記 し 、 細かい 部分 は 各 則 で 説明 する 、 日本 の 民法 典 で 採用 さ れ て いる 構成 ・ 記述 方式 は ？ パンデクテン 方式 
__label__社会 , 2009 年 に 完成 し た 世界 最大 の 水力 発電 ダム ・ 三 峡 ダム が ある の は 、 中国 の 大河 ・ 長江 の 中流 域 で ある 
__label__社会 , 1901 年 に 設立 さ れ た 「 日本 広告 」 を 前身 と する 広告 代理 店 は 電通 で ある 
__label__社会 , 多く の 航空 路線 の 拠点 と なる 空港 の こと を 、 自転車 の 車輪 に 例え て 「 ○ ○ 空港 」 という ？ ○ を 答え なさい ハブ 
__label__社会 , 次 の オセアニア の 国 と その 最高峰 の 正しい 組み合わせ を 選び なさい オーストラリア ニュージーランド パプアニューギニア ウィルヘルム 山 クック 山 コジウスコ 山 
__label__社会 , 2012 年 4 月 に 石原 慎太郎 が 東京 都 で 買い取る 手続き を 進め て いる と 発表 し た の は 竹島 で ある 
__label__社会 , お 米 の 生産 を 制限 する 政策 減反 
__label__社会 , 次 の うち 、 福島 県 の 観光 名所 を 全て 選び なさい 飯盛山 恐山 会津若松 城 
__label__社会 , アメリカ 大統領 の 選挙 に 出馬 できる の は 、 連邦 議会 の 議員 のみ で ある 
__label__社会 , [ 画像 問 ] 次 の うち 、 東京 都 江戸川 区 の 地名 が 名前 の 由来 と なっ た 野菜 は どっち ？ （ A . ほうれん草 | B . 小松菜 、 葉 が 丸く 大きい ） 
__label__社会 , 現在 、 社会 民 王 党 の 党首 を 務め て いる 女性 政治 家 は ？ ( 4 文字 ) 福島 瑞穂 
__label__社会 , 3 つ の 国 の 間 で 輸出入 の バランス を 取ろ う と する 貿易 の 形式 は ○ ○ 貿易 ？ ○ の 漢字 を ひ ら が なで 答え なさい さん かく 
__label__社会 , 次 の アメリカ の 州 と その 州都 の 正しい 組み合わせ を 選び なさい マサチューセッツ 州 カリフォルニア 州 ユタ 州 サクラメント ソルトレイクシティ ボストン 
__label__社会 , 2005 年 10 月 1 日 に 桜川 市 が 誕生 し た 都道府県 は 茨城 県 です が 2005 年 11 月 7 日 に 紀の川 市 が 誕生 し た 都道府県 は ○ ○ ○ 県 ？ ○ の 漢字 を ひ ら が なで 答え なさい わ かや ま 
__label__社会 , ラテンアメリカ で 唯一 の 社会 主義 国 は ○ ○ ○ ○ 共和 国 ？ キューバ 
__label__社会 , 「 東北 三 大 祭り 」 と 呼ば れる 仙台 の 七夕 、 青森 の ねぶた 祭り 、 秋田 の 竿 燈 まつり は 全て ○ 月 に 行なわ れる ？ ○ を 答え なさい 8 
__label__社会 , 次 の コンビニエンスストア の うち 日本 発祥 の もの を 全て 選び なさい デイリーヤマザキ ミニストップ ファミリーマート 
__label__社会 , 東京 金融 取引 所 が 運営 する 外国 為替 証拠 金 取引 の 通称 は 「 くり っ く 365 」 です が 大阪 証券 取引 所 が 運営 する 外貨 為替 証拠 金 取引 の 通称 は 「 大証 ○ ○ 」 ？ ○ を 答え なさい FX 
__label__社会 , 夏 に 涼 を 呼ぶ 南部 風鈴 の 原料 で ある 金属 は ○ ？ ○ の 漢字 を ひ ら が なで 答え なさい てつ 
__label__社会 , カリブ海 に 浮かぶ 島 キューバ の 首都 は ハバナ で ある 
__label__社会 , ふつう 手旗 信号 で 右手 に 持つ 旗 の 色 は 赤 で ある 
__label__社会 , 新潟 県 の 六日町 駅 と 犀潟 駅 を 結ぶ 第 3 セクター の 鉄道 会社 ・ 北越 急行 の 路線 は ○ ○ ○ ○ 線 ？ ほくほく 
__label__社会 , 「 ケッペン の 気候 区分 」 において 記号 「 Aw 」 で 表さ れる の は ○ ○ ○ 気候 ？ ( 3 文字 ) サバ ナ 
__label__社会 , 山手 線 の 「 内回り 」 は 右 回り で ある 
__label__社会 , 選挙 運動 の 際 、 選挙 カー に 乗っ て 候補 者 を アナウンス する 女性 の 通称 は 「 ○ ○ ○ ○ 嬢 」 ？ ○ を 答え なさい ウグイス 
__label__社会 , 東京 発 ・ 博多 行き の 新幹線 に 乗っ た 時 、 海 側 の 窓 から 富士山 を 眺める こと は でき ない 
__label__社会 , 世界 で もっとも 発電 量 が 多い の は 火 子 力 発電 で ある 
__label__社会 , 空港 や ホテル など で 、 パソコン や 携帯 情報 端末 を 使っ て インターネット に 接続 できる サービス が 提供 さ れる 場所 を 何 という ？ ホット スポット 
__label__社会 , 次 の 問題 の うち 東京 都 に ない の は どれ ？ 東京 都庁 東京 タワー 東京 ドイツ 村 東京ドーム 
__label__社会 , ケンタッキーフライドチキン の 日本 で の 第 1 号 店 が でき た 都市 は 福岡 市 で ある 
__label__社会 , その 廃止 が 検討 さ れ て いる 全国 で 唯一 の 地方自治体 が 持つ 専門 吹奏楽 団 は ○ ○ 市 音楽 団 ？ ○ の 漢字 を ひ ら が なで 答え なさい おおさか 
__label__社会 , 1989 年 1 月 7 日 に 新年 号 「 平成 」 を 発表 し た 、 当時 の 内閣 官房 長官 は ○○○○？○ の 漢字 を ひ ら が なで 答え なさい お ぶち けいぞう 
__label__社会 , 次 の 州 を それ が ある 国 ごと に グループ 分け し なさい アメリカ オーストラリア ケンタッキー 州 タスマニア 州 カリフォルニア 州 フロリダ 州 
__label__社会 , 沖縄 本島 の 西 に ある 渡嘉敷 島 、 座間味島 など から なる 列島 は ○ ○ ○ 列島 ？ ○ の 漢字 を ひ ら が なで 答え なさい けら ま 
__label__社会 , CD の 最大 収録 時間 を 約 75 分 と する こと を 決め た 実業 家 は ソニー の 初代 CEO ・ 大賀 典雄 で ある 
__label__社会 , 日本 の 47 都道府県 の 全て に JR の 路線 が ある 
__label__社会 , 東京 23 区 で 、 人口 が 最も 多い の は 世田谷 区 です が 最も 少ない の は ○ ○ ○ 区 ？ ○ の 漢字 を ひ ら が なで 答え なさい ちよ だ 
__label__社会 , 日本 で は 2010 年 の 日本 振興 銀行 破綻 の 際 に 初めて 発動 し まし た ペイオフ 
__label__社会 , 京都 に ある 寺院 、 清水寺 の 有名 な 「 舞台 」 から 実際 に 飛び降り た 人 が いる 
__label__社会 , [ 画像 問 ] 次 の うち 、 ドーバー に 州都 を 置く アメリカ の 州 は どっち ？ （ A . 緑 、 マスカット | B . 紫 、 デラウェア ） 
__label__社会 , 京都 市 の 右京 区 と 左京 区 で 、 より 西側 に 位置 し て いる の は 左京 区 で ある 
__label__社会 , イスラエル の 国旗 の 中央 に 描か れ て いる の は 「 ヘドバ の 星 」 で ある 
__label__社会 , バルト海 で 最も 大きい 島 は エーランド 島 で ある 
__label__社会 , アメリカ の シークレットサービス が 所属 し て いる 省庁 は 内務省 で ある 
__label__社会 , 次 の うち 日本 の 検察庁 の 分類 に ある もの を 全て 選び なさい 高等 検察庁 最高 検察庁 地方 検察庁 家庭 検察庁 
__label__社会 , 大塚 食品 の 発売 する ボン カレー の 「 ボン 」 は 、 温める 時 に 容器 が 膨張 し て 出す 音 を 意味 し て いる 
__label__社会 , 珍 駅名 として 有名 な 上 信 電鉄 の 駅 です 南蛇井 
__label__社会 , 2011 年 6 月 まで は 「 富士吉田 駅 」 という 名前 だっ た 富士急行 の 駅 は 「 ○ ○ ○ 駅 」 ？ ○ の 漢字 を ひ ら が なで 答え なさい ふじ さん 
__label__社会 , マレーシア で 、 「 ワウ 」 と 呼ば れ 古く から 親しま れ て き た 遊び は 凧 揚げ で ある 
__label__社会 , 島根 県 と 鳥取 県 で より 東 に 位置 する の は 島根 県 で ある 
__label__社会 , 「 四国 三郎 」 と 呼ば れる 四国 地方 最大 の 川 は ○ ○ 川 ？ ？ ○ の 漢字 を ひ ら が なで 答え なさい よしの 
__label__社会 , 2012 年 に ベストセラー と なっ た 『 東電 福島 原発 事故 総理 大臣 として 考え た こと 』 の 著者 は 菅 直人 で ある 
__label__社会 , 自ら の 顔 写真 を 前面 に 出し た 広告 で 知ら れる 、 APA ホテル の 女性 社長 は ○ ○ 芙美子 ？ ○ の 漢字 を ひ ら が なで 答え なさい もと や 
__label__社会 , アメリカ の 国務 長官 にあたる 日本 の 大臣 は ○ ○ 大臣 ？ ○ の 漢字 を ひ ら が なで 答え なさい が いむ 
__label__社会 , 日本 の 都道府県 で 温泉 地 の 数 が 最も 多い の は ？ 青森 県 兵庫 県 北海道 大分 県 
__label__社会 , 国営 公園 を 所轄 する 中央 官庁 は 国土 交通 省 で ある 
__label__社会 , 2012 年 より セガサミー の 傘下 と なっ た 、 宮崎 市 の リゾート 施設 は 「 フェニックス ・ ○○○○○ ・ リゾート 」 ？ ○ を 答え なさい シーガイア 
__label__社会 , 飛行機 で 、 左翼 の 先端 に 付け られ た ナビゲーションライト の 色 は 青 で ある 
__label__社会 , 三重 県 の 「 県 の 魚 」 に 制定 さ れ て いる 魚介 類 は ○ ○ エビ ？ ○ を 答え なさい イセ 
__label__社会 , プリツカー 賞 、 吉田 五十八 賞 と いえ ば どんな ジャンル の 賞 ？ 建築 映像 絵画 彫刻 
__label__社会 , ペルシャ湾 南岸 の 小島 に ある アラブ 首長 国 連邦 の 首都 は ？ アブダビ 
__label__社会 , 山梨 県 の 富士 五 湖 で 面積 が 最も 大きい の は 山中湖 です が 、 最も 小さい の は ○ ○ 湖 ？ ○ の 漢字 を ひ ら が なで 答え なさい しょうじ 
__label__社会 , 朝鮮 民主 主義 共和 国 で 一 党 独裁 体制 を 敷い て いる 政党 は 朝鮮 ○ ○ 党 ？ ○ の 漢字 を ひ ら が なで 答え なさい ろう どう 
__label__社会 , 北海道 の 釧路 湿原 は 全国 の 湿原 面積 の 半分 以上 を 占める 
__label__社会 , ウトナイ 湖 王子 イーグルス の 本拠地 樽前 ガロー 駒沢大学 の 付属 高校 登別 市 室蘭 市 苫小牧 市 岩見沢 市 
__label__社会 , 南米 の 国 ・ ブラジル の 公用 語 は スペイン 語 で ある 
__label__社会 , 2008 ～ 11 年 に は 大阪 府知事 も 務め た 、 現在 の 大阪 市長 です 橋本 徹 
__label__社会 , その 国名 は 「 エビ 」 を 意味 する ポルトガル 語 に 由来 する アフリカ 中部 の 国 は ○ ○ ○ ○ ○ 共和 国 ？ カメルーン 
__label__社会 , ヨーロッパ を 走る 高速 鉄道 で TGV が 走る 国 と いえ ば フランス です が AVE が 走る 国 と いえ ば どこ ？ スペイン ドイツ フランス イタリア 
__label__社会 , 1970 年代 に 日本 で 超 能力 ブーム を 巻き起こし た ユリ ・ ゲラー の 出身 国 は ハンガリー で ある 
__label__社会 , 現在 、 ロシア 以外 で ロシア 語 が 公用 語 と なっ て いる 国 を 1 つ 答え なさい ベラルーシ カザフスタン キルギス 
__label__社会 , 反米 路線 を 貫い た 、 1999 年 から 2013 年 にかけて ベネズエラ の 大統領 を 務め た 政治 家 は ？ ウーゴ・チャベス 
__label__社会 , 次 の 文字 列 を 組み合わせ て 大手 予備校 の 特徴 を 言い表し た 言葉 に し なさい 講師 の 生徒 の 机 の 駿台 河合 代ゼミ 
__label__社会 , 数 多く の ノーベル 賞 受賞 者 を 輩出 し た アメリカ の 私立 大学 ・ マサチューセッツ工科大学 の 略称 は ？ ( 3 文字 ) MIT 
__label__社会 , 航空機 の 操縦 席 を 覆う 風防 の こと です キャノピー 
__label__社会 , UFO に関する 噂 が 絶え ない 基地 「 エリア 51 」 は アメリカ の 空軍 が 管理 し て いる 
__label__社会 , 横手 市 が ある 都道府県 は ○ ○ 県 ？ ○ の 漢字 を ひ ら が なで 答え なさい あき た け ん 
__label__社会 , 2010 年 8 月 1 日 時点 で の 推計 人口 が 99 万 9834 人 と 、 近畿 地方 の 府県 で 初めて 人口 100 万 人 を 割っ た の は 和歌山 県 で ある 
__label__社会 , ケッペン の 気候 区分 で 「 Cfb 」 という 記号 で 表さ れる 気候 は ？ 西岸 海洋 性 気候 
__label__社会 , アメリカ の 1 ドル 紙幣 に 描か れ て いる 人物 は ワシントン です が 20 ドル 紙幣 に 描か れ て いる 人物 は アンドリュー ・ ○○○○○？○ を 答え なさい ジャクソン 
__label__社会 , アフリカ の 国 、 ウガンダ の 国旗 に 描か れ て いる 鳥 は カンムリヅル で ある 
__label__社会 , フジテレビ 本社 ビル の 最寄り駅 で ある こと から 観光 客 が 多い 東京 臨海 高速 鉄道 りん かい 線 の 駅 は 東京 ○ ○ ○ ○ ○ 駅 ？ ( 5 文字 ) テレポート 
__label__社会 , 天皇陛下 が 亡くなら れる こと です 崩御 
__label__社会 , アメリカ の 最南端 が ある の は フロリダ 半島 で ある 
__label__社会 , 江戸 時代 、 現在 観光 地 と なっ て いる 東京 の お 台場 に は 本物 の 砲台 が 置か れ て い た 
__label__社会 , 次 の 新幹線 の 駅 を 路線 ごと に グループ 分け し なさい 山陽新幹線 九州 新幹線 西明石 駅 鹿児島 中央 駅 姫路 駅 
__label__社会 , 次 の 観光 名所 を 国 ごと に グループ 分け し なさい シンガポール アメリカ イタリア エンパイアステートビル コロッセオ マジソンスクエアガーデン 真実 の 口 マーライオン 
__label__社会 , 日本 で は 、 前科 は 戸籍 に 記載 さ れる 
__label__社会 , 日本 の 歴史 上 の 人物 で 五 千 円 札 に 描か れ た の は 全部 で 何 人 ？ 数字 で 答え なさい 3 
__label__社会 , 140 あまり の 島 から なる 長崎 県 の 五島列島 で 、 もっとも 面積 が 大きい の は ○ ○ 島 ？ ○ の 漢字 を ひ ら が なで 答え なさい ふくえ 
__label__社会 , 日本 の パスポート の 表紙 に は 「 JAPAN 」 と 書か れ て いる 
__label__社会 , アメリカ合衆国 の 通貨 単位 は US ○ ○ ？ ( 2 文字 ) ドル 
__label__社会 , 次 の 東京 都 の 特別 区 を 東 に 位置 する もの から 順に 選び なさい 江戸川 区 杉並 区 台東 区 新宿 区 
__label__社会 , 南極 に 上陸 する に は パスポート と ビザ が 必要 で ある 
__label__社会 , [ 画像 問 ] ニュージーランド の 国旗 に 描か れ て いる この 4 つ の 星 は ？ （ 向かい合っ た 星 と 結ぶ と 十字架 に なる ） 南十字星 
__label__社会 , 「 離婚 から 300 日 以内 に 誕生 し た 子 は 前 の 夫 の 子 で ある 」 と 規定 し て いる の は 民法 ○ ○ ○ 条 ？ ○ を 答え なさい 772 
__label__社会 , 次 の 市 を 都道府県 ごと に グループ 分け し なさい 神奈川 県 東京 都 栃木 県 川崎 市 八王子 市 宇都宮 市 
__label__社会 , 韓国 と 北朝鮮 で 人口 が 多い の は 韓国 で ある 
__label__社会 , 国際 連合 の 、 アルファベット 2 文字 で の 略称 は 「 UN 」 で ある 
__label__社会 , レインボー ブリッジ スカイ ロン ・ タワー テーブル ロック ・ ハウス 霧 の 乙女 号 テムズ 川 の 観光 ナイアガラ の 滝 の 観光 ショット オーバー 渓谷 の 観光 スエズ 運河 の 観光 
__label__社会 , アメリカ合衆国 の 一般 家庭 用 電源 の 周波数 は 50 ヘルツ で ある 
__label__社会 , 世界 で も 有数 の 透明 度 の 高 さ アラビア 半島 と アフリカ を 隔てる エジプト や イスラエル が 面する 英語 名 は 「 Red Sea 」 紅海 緑 海 黄海 白 海 
__label__社会 , ハクチョウ を 「 県 の 鳥 」 に 定め て いる 県 を 1 つ 答え なさい あ おもり けん し まねけ ん 
__label__社会 , 世界 の 航空 会社 で ルフトハンザ と いえ ば ドイツ の 会社 です が カンタス航空 と いえ ば どこ の 国 の 会社 ？ オーストラリア ドイツ フィジー イタリア 
__label__社会 , 次 の 文字 列 を 組み合わせ て 東海道 ・ 山陽新幹線 の 駅名 に し なさい 新 尾 新大 新倉 道 敷 阪 
__label__社会 , 京都 に ある 観光 名所 慈照寺 銀閣 に 銀 は 一切 使わ れ て い ない 
__label__社会 , 次 の 国 を 地域 ごと に グループ 分け し なさい アフリカ ヨーロッパ ケニア エジプト ポルトガル 
__label__社会 , 2012 年 9 月 に 、 ハー バード 大学 の 研究 者 は 「 ブッダ が 妻 について 言及 し た 文献 が 発見 さ れ た 」 と 発表 し た 
__label__社会 , 日本 の 陸地 面積 は 地球 上 の 陸地 面積 の 1 % 以上 を 占め て いる 
__label__社会 , 岩井袋 港 御宿 港 小湊 港 浦安 港 福井 県 千葉 県 北海道 高知 県 
__label__社会 , 国家 議員 や 地方 議会 議員 ・ 首長 の 定数 など 制度 面 について 規定 し た 日本 の 法律 は ○ ○ 選挙 法 ？ ○ の 漢字 を ひ ら が なで 答え なさい こう しょく 
__label__社会 , 世界 遺産 に なっ て いる 、 ロシア の 首都 ・ モスクワ に あり 大統領 府 など が 置か れ て いる 宮殿 は クレムリン で ある 
__label__社会 , これ まで に 国際 連合 の 事務 総長 を 排出 し た ヨーロッパ の 国 を 1 つ 答え なさい オーストリア ノルウェー スウェーデン 
__label__社会 , 英語 で 「 Atlantic Ocean 」 と 呼ば れる 海 は 太平洋 で ある 
__label__社会 , [ 画像 問 ] ローマ に ある 、 この 観光 名所 は ○ ○ ○ の 泉 ？ （ 背面 は ポーリ 宮殿 、 中央 に ポセイドン ） トレビ 
__label__社会 , 次 の うち 、 アメリカ 大統領 が 議会 に 提出 する 「 三 大 教書 」 に 含ま れる もの を 全て 選び なさい 一般 教書 会計 教書 予算 教書 
__label__社会 , 世界 遺産 に 登録 さ れ て いる アジャンター 石窟 群 が 位置 する 国 は インドネシア で ある 
__label__社会 , 岐阜 県 高山 市 に は 高山 植物 が 分布 し て いる 
__label__社会 , 独占 禁止 法 など で 制限 さ れる 商品 を 不当 に 安い 値段 投げ売り する こと を 英語 で ○ ○ ○ ○ ○ という ？ ダンピング 
__label__社会 , ジンベエザメ も 泳ぐ 巨大 な 水槽 が 名物 と なっ て いる 水族館 は 「 沖縄 ○ ○ ○ 水族館 」 ？ ( 3 文字 ) 美 ら 海 
__label__社会 , 3 ケタ の 電話 サービス で 時報 を 聞く とき に かける の は 117 番 です が 電報 を 申し込む とき に かける の は ○ ○ ○ 番 ？ ○ を 答え なさい 115 
__label__社会 , 日本 の 政党 で 自民党 の リーダー を 総裁 と いい ます が 共産党 の リーダー は ○ ○ ○ という ？ ○ の 漢字 を ひ ら が なで 答え なさい いい ん ちょう 
__label__社会 , 川 の 上流 と 下流 ふつう 流れ が 速い の は 上流 で ある 
__label__社会 , アカプルコ や カン クン など の リゾート 地 が ある 国 は ○○○○？○ を 答え なさい メキシコ 
__label__社会 , 次 の 文字 列 を 順に 選ん で 「 ゆり かもめ 」 の 愛称 で 知ら れる 新 交通 システム の 正式 な 路線 名 に し なさい 臨海 東京 臨海 線 新 交通 
__label__社会 , 日本国 憲法 の 条文 で 「 職業 選択 の 自由 」 について 規定 し て いる の は 第 ○ ○ 条 ？ ( 2 文字 ) 22 
__label__社会 , 次 の 政治 家 を 首相 を 務め た 国 ごと に グループ 分け し なさい イギリス ロシア ゴードン ・ ブラウン ミハイル ・ フラトコフ トニー ・ ブレア ゴードン ・ ブラウン ウラジミール・プーチン 
__label__社会 , アフリカ の 国 ・ スーダン 共和 国 と 南 スーダン 共和 国 で は 、 面積 ・ 人口 とも に 南 スーダン 共和 国 の 方 が 大きい 
__label__社会 , 1990 年代 後半 に 日本 の 金融 機関 の 信用 力 が 低下 し 、 国際 市場 で 資金 調達 する 際 に 上乗せ さ れ た 金利 を 何 という ？ ジャパン プレミアム 
__label__社会 , 次 の 和文 モールス 信号 を 五十音 順 に 選び なさい ・ ・ － ・ ・ － ・ －－ ・ ・ －－ 
__label__社会 , 1987 年 に ゴッホ の 『 ひまわり 』 を 53 億 円 で 落札 し た 日本 の 企業 は 安田火災 で ある 
__label__社会 , 東京 ・ 大阪 の 両 証券 取引 所 の 合併 に 伴い 設立 さ れる 予定 の 会社 は 「 日本 ○ ○ ○ グループ 」 ？ ○ の 漢字 を ひ ら が なで 答え なさい とり ひき じ ょ 
__label__社会 , 透明 度 日本一 を 誇る 北海道 に ある 湖 は ○ ○ 湖 ？ ○ の 漢字 を ひ ら が なで 答え なさい ま しゅう 
